Date_operation,Entrée,Sortie,Stock
2023-07-09 17:34:24,0,70,200.0
2024-07-09 09:26:14,0,30,170.0
2024-07-09 09:47:39,0,10,160.0
2024-07-09 10:01:56,30,0,190.0
2024-07-09 15:52:44,0,15,175.0
2022-07-10 09:32:29,0,20,93.0
2023-07-10 10:13:18,0,70,45.0
2024-07-10 11:33:27,0,13,0.0
2024-07-10 17:11:16,12,0,12.0
2023-07-11 09:02:33,300,0,300.0
2023-07-11 10:15:52,0,30,270.0
2024-07-12 09:21:10,0,10,124.0
2024-07-12 11:23:57,0,20,104.0
2024-07-12 16:34:51,0,18,86.0
2025-08-01 10:20:37,0,15,38.0
2023-08-02 12:11:15,0,8,65.0
2024-08-02 08:50:42,0,10,245.0
2024-08-02 09:49:49,0,2,243.0
2024-08-02 10:25:26,0,20,223.0
2024-08-02 12:22:37,0,5,218.0
2025-08-02 08:29:29,0,20,13.0
2025-08-02 10:31:24,0,10,3.0
2023-08-03 08:01:00,0,5,205.0
2023-08-03 08:12:50,0,20,185.0
2024-08-03 08:59:58,0,20,220.0
2025-08-03 08:54:32,50,0,120.0
2025-08-03 09:32:48,0,20,100.0
2023-08-04 08:48:54,0,5,127.0
2025-08-04 16:16:16,330,0,330.0
2025-08-04 16:17:03,0,17,313.0
2025-08-04 16:32:59,0,50,263.0
2025-08-05 09:05:26,0,30,198.0
2025-08-05 12:44:31,0,20,178.0
2024-08-06 09:51:45,0,10,190.0
2023-08-07 17:29:12,0,6,189.0
2024-08-07 09:20:29,0,25,71.0
2025-08-07 11:37:17,0,17,0.0
2022-08-08 16:09:27,0,60,239.0
2024-08-08 08:49:54,0,10,270.0
2024-08-08 10:57:35,0,30,240.0
2023-08-09 08:40:10,70,0,270.0
2023-08-09 08:41:08,0,70,200.0
2023-08-09 10:05:17,0,15,185.0
2023-08-09 11:50:40,0,20,165.0
2023-08-09 15:18:37,0,35,130.0
2022-08-10 12:19:53,0,20,73.0
2024-08-10 17:16:45,380,0,392.0
2022-08-11 17:51:45,0,70,73.0
2023-08-11 08:33:33,0,10,260.0
2024-08-11 10:12:20,0,10,150.0
2023-08-12 09:18:34,0,5,285.0
2023-08-12 11:31:17,0,30,255.0
2025-09-01 12:29:10,0,38,0.0
2023-09-02 08:25:37,0,50,15.0
2023-09-02 09:15:14,0,5,10.0
2024-09-03 15:17:39,0,10,210.0
2024-09-04 08:35:39,370,0,370.0
2024-09-04 08:55:18,0,10,360.0
2024-09-04 10:50:13,0,40,320.0
2025-09-04 08:39:21,0,70,193.0
2023-09-05 08:06:25,350,0,361.0
2024-09-05 08:55:18,300,0,300.0
2024-09-05 09:34:26,0,10,290.0
2024-09-05 11:25:09,0,20,270.0
