Date_operation,Entrée,Sortie,Stock
2020-01-01 16:14:20,0.0,0.0,0.0
2023-01-02 09:11:17,0.0,10.0,124.0
2023-01-02 11:42:52,8.0,0.0,132.0
2024-01-02 08:04:06,0.0,20.0,0.0
2025-01-02 09:51:21,990.0,0.0,0.0
2025-01-02 09:52:22,0.0,50.0,0.0
2025-01-02 10:00:21,0.0,100.0,0.0
2025-01-02 10:04:53,0.0,200.0,0.0
2025-01-02 12:48:59,0.0,5.0,0.0
2025-01-02 15:02:03,0.0,200.0,0.0
2025-01-03 09:17:07,0.0,30.0,0.0
2025-01-03 10:33:17,0.0,10.0,0.0
2025-01-03 10:47:15,0.0,50.0,0.0
2024-01-04 09:37:37,500.0,0.0,0.0
2024-01-04 09:46:05,500.0,0.0,0.0
2024-01-04 10:34:47,0.0,20.0,0.0
2025-01-04 09:52:18,0.0,30.0,0.0
2025-01-04 11:20:09,0.0,50.0,0.0
2024-01-05 09:03:26,36.0,0.0,0.0
2023-01-06 09:37:51,0.0,200.0,657.0
2023-01-06 11:26:49,0.0,2.0,655.0
2023-01-06 12:20:08,2.0,0.0,657.0
2024-01-06 11:07:12,0.0,100.0,0.0
2024-01-06 16:09:03,4.0,0.0,0.0
2023-01-07 11:02:34,0.0,20.0,1959.0
2024-01-07 08:29:16,0.0,30.0,0.0
2024-01-07 09:19:23,0.0,30.0,0.0
2024-01-07 12:34:46,700.0,0.0,0.0
2025-01-07 10:01:01,0.0,50.0,0.0
2025-01-07 10:39:24,0.0,50.0,0.0
2025-01-07 11:34:09,0.0,100.0,0.0
2025-01-07 14:52:17,0.0,200.0,0.0
2022-01-08 14:06:13,9.0,0.0,0.0
2023-01-08 09:49:06,250.0,0.0,0.0
2023-01-08 10:27:48,0.0,20.0,0.0
2023-01-08 14:38:36,0.0,5.0,0.0
2024-01-08 11:01:36,0.0,20.0,0.0
2024-01-08 15:07:12,0.0,2.0,0.0
2025-01-08 10:17:37,0.0,50.0,0.0
2025-01-08 12:37:45,0.0,25.0,0.0
2022-01-09 11:26:13,0.0,50.0,0.0
2022-01-09 11:26:13,0.0,0.0,0.0
2022-01-09 11:53:30,0.0,20.0,0.0
2022-01-09 12:09:46,0.0,0.0,0.0
2022-01-09 12:09:46,0.0,250.0,0.0
2023-01-09 12:24:44,300.0,0.0,0.0
2023-01-09 16:55:41,1000.0,0.0,0.0
2024-01-10 08:59:24,0.0,40.0,915.0
2024-01-10 09:03:59,0.0,60.0,855.0
2024-01-10 13:11:43,0.0,40.0,815.0
2022-01-11 11:52:57,0.0,200.0,446.0
2022-01-11 14:24:05,0.0,10.0,436.0
2023-01-11 09:11:50,0.0,20.0,0.0
2024-01-11 10:29:18,0.0,20.0,0.0
2022-01-12 08:58:51,0.0,10.0,797.0
2022-01-12 09:05:45,0.0,20.0,777.0
2022-01-12 11:08:26,0.0,5.0,772.0
2022-01-12 11:36:50,0.0,5.0,767.0
2023-01-12 13:15:35,1000.0,0.0,0.0
2024-01-12 09:48:52,990.0,0.0,0.0
2024-01-12 09:51:19,0.0,100.0,0.0
2024-02-01 08:02:52,400.0,0.0,0.0
2023-02-02 08:45:58,0.0,30.0,102.0
2023-02-02 08:52:57,0.0,20.0,82.0
2024-02-02 08:16:31,0.0,100.0,0.0
2024-02-02 10:10:15,0.0,5.0,0.0
2024-02-02 10:18:27,100.0,0.0,0.0
2024-02-02 10:20:48,119.0,0.0,0.0
2024-02-02 10:23:31,50.0,0.0,0.0
2024-02-02 10:27:17,0.0,40.0,0.0
2024-02-02 10:59:57,1.0,0.0,0.0
2024-02-02 10:59:57,999.0,0.0,0.0
2024-02-02 14:04:33,0.0,20.0,0.0
